"Source:","/home/hw/kicad_projects/synth/MFOS_SAMPLE_HOLD/MFOS_SAMPLE_HOLD.kicad_sch"
"Date:","Thu 20 Jul 2023 02:20:19 PM EDT"
"Tool:","Eeschema 6.0.8-f2edbf62ab~116~ubuntu22.04.1"
"Generator:","/usr/share/kicad/plugins/bom_csv_grouped_by_value.py"
"Component Count:","81"

"Individual Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet"
"17","2","R4, R38","10K","Device:R","","~"
"18","5","R5, R17, R34, R36, R37","1K","Device:R","","~"
"19","10","R6, R8, R9, R10, R13, R16, R23, R24, R28, R30","100K","Device:R","","~"
"20","2","R7, R22","4.7K","Device:R","","~"
"21","1","R11","4.7M","Device:R","","~"
"22","1","R12","2K","Device:R","","~"
"23","1","R18","6.2K","Device:R","","~"
"24","2","R19, R33","1M","Device:R","","~"
"25","1","R21","1M","Device:R_Potentiometer","","~"
"26","1","R27","20","Device:R","","~"
"27","1","R39","39K","Device:R","","~"
"28","1","R40","200K","Device:R","","~"
"29","1","U1","TL074","Amplifier_Operational:TL074","","http://www.ti.com/lit/ds/symlink/tl071.pdf"
"30","1","U2","TL082","Amplifier_Operational:TL082","","http://www.ti.com/lit/ds/symlink/tl081.pdf"
"31","1","U3","LF444","dhk:LF444","","http://www.ti.com/lit/ds/symlink/tl081.pdf"
