"Source:","/home/hw/kicad_projects/synth/MFOS_STEREO_AUTO_PANNER/MFOS_STEREO_AUTO_PANNER.kicad_sch"
"Date:","Fri 26 May 2023 09:54:14 AM EDT"
"Tool:","Eeschema 6.0.8-f2edbf62ab~116~ubuntu22.04.1"
"Generator:","/usr/share/kicad/plugins/bom_csv_grouped_by_value.py"
"Component Count:","88"

"Individual Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet"
"24","1","R39","43K","Device:R","","~"
"25","1","R45","120K","Device:R","","~"
"26","1","R48","680K","Device:R","","~"
"27","1","R49","3K","Device:R","","~"
"28","1","S1","SW_Push","Switch:SW_Push","","~"
"29","1","S2","SW_SPST","Switch:SW_SPST","","~"
"30","1","U1","TL084",":TL084_1","","http://www.ti.com/lit/ds/symlink/tl081.pdf"
"31","2","U2, U4","LM13700","Amplifier_Operational:LM13700","","http://www.ti.com/lit/ds/symlink/lm13700.pdf"
"32","2","U3, U5","TL082","Amplifier_Operational:TL082","","http://www.ti.com/lit/ds/symlink/tl081.pdf"
"33","1","U6","LF411","dhk:LF411","","http://www.ti.com/lit/ds/symlink/tl081.pdf"
"34","1","U7","40106","4xxx:40106","","https://assets.nexperia.com/documents/data-sheet/HEF40106B.pdf"
"35","1","U8","4013","4xxx:4013","","http://www.onsemi.com/pub/Collateral/MC14013B-D.PDF"
"36","1","U9","LF411",":LF411_3","","http://www.ti.com/lit/ds/symlink/tl081.pdf"
